Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Latvia,Price / Latvia,Compare At Price / Latvia,Included / International,Price / International,Compare At Price / International,Included / North Africa,Price / North Africa,Compare At Price / North Africa,Status
zeppelin-yoga-pant-mp08,Zeppelin Yoga Pant,"<p>Climb every mountain, or hold every pose, in the all-purpose Zepellin Yoga Pant. With its thin fleece interior and smooth layer-friendly surface, you'll get all the comfort and versatility you need.</p>
<p>• Smooth exterior for easy over-layering.<br>• Brushed fleece interior insulates and wicks. <br>• No-roll elastic waistband with inner drawstring.<br>• Chafe-resistant flatlock seams.</p>",Satoshi demo,,"","",true,Size,32,,Color,Blue,,,,,MP08-32-Blue,0.0,,deny,manual,82.00,82.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-green_alt1.jpg?v=1719332704,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-blue_main.jpg?v=1719332704,kg,,,true,,,true,,,true,,,active
zeppelin-yoga-pant-mp08,,,,,,,,,32,,,Green,,,,,MP08-32-Green,0.0,,deny,manual,82.00,82.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-green_back.jpg?v=1719332704,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-green_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,32,,,Red,,,,,MP08-32-Red,0.0,,deny,manual,82.00,82.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-blue_main.jpg?v=1719332704,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-red_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,33,,,Blue,,,,,MP08-33-Blue,0.0,,deny,manual,82.00,82.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-green_main.jpg?v=1719332704,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-blue_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,33,,,Green,,,,,MP08-33-Green,0.0,,deny,manual,82.00,82.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-red_main.jpg?v=1719332704,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-green_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,33,,,Red,,,,,MP08-33-Red,0.0,,deny,manual,82.00,82.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-red_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,34,,,Blue,,,,,MP08-34-Blue,0.0,,deny,manual,82.00,82.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-blue_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,34,,,Green,,,,,MP08-34-Green,0.0,,deny,manual,82.00,82.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-green_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,34,,,Red,,,,,MP08-34-Red,0.0,,deny,manual,82.00,82.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-red_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,36,,,Blue,,,,,MP08-36-Blue,0.0,,deny,manual,82.00,82.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-blue_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,36,,,Green,,,,,MP08-36-Green,0.0,,deny,manual,82.00,82.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-green_main.jpg?v=1719332704,kg,,,,,,,,,,,,
zeppelin-yoga-pant-mp08,,,,,,,,,36,,,Red,,,,,MP08-36-Red,0.0,,deny,manual,82.00,82.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp08-red_main.jpg?v=1719332704,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,Thorpe Track Pant,"<p>Thirty degree temps are chilly for most, except when you're in Thorpe Track Pants. These top-of-the-line track bottoms are made from fast-drying, weather-resistant fabric with an internal breathable layer of mesh nylon to wick away moisture.</p>
<p>• Moisture transfer properties. <br>• 7% stretch.<br>• Reflective safety trim.<br>• Elastic drawcord waist.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MP07-32-Black,0.0,,deny,manual,68.00,68.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-blue_alt1.jpg?v=1719332694,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-black_main.jpg?v=1719332695,kg,,,true,,,true,,,true,,,active
thorpe-track-pant-mp07,,,,,,,,,32,,,Blue,,,,,MP07-32-Blue,0.0,,deny,manual,68.00,68.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-blue_back.jpg?v=1719332695,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-blue_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,32,,,Purple,,,,,MP07-32-Purple,0.0,,deny,manual,68.00,68.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-blue_side_a.jpg?v=1719332695,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-purple_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,33,,,Black,,,,,MP07-33-Black,0.0,,deny,manual,68.00,68.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-blue_side_b.jpg?v=1719332695,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-black_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,33,,,Blue,,,,,MP07-33-Blue,0.0,,deny,manual,68.00,68.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-black_main.jpg?v=1719332695,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-blue_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,33,,,Purple,,,,,MP07-33-Purple,0.0,,deny,manual,68.00,68.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-blue_main.jpg?v=1719332695,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-purple_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,34,,,Black,,,,,MP07-34-Black,0.0,,deny,manual,68.00,68.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-purple_main.jpg?v=1719332695,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-black_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,34,,,Blue,,,,,MP07-34-Blue,0.0,,deny,manual,68.00,68.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-blue_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,34,,,Purple,,,,,MP07-34-Purple,0.0,,deny,manual,68.00,68.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-purple_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,36,,,Black,,,,,MP07-36-Black,0.0,,deny,manual,68.00,68.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-black_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,36,,,Blue,,,,,MP07-36-Blue,0.0,,deny,manual,68.00,68.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-blue_main.jpg?v=1719332695,kg,,,,,,,,,,,,
thorpe-track-pant-mp07,,,,,,,,,36,,,Purple,,,,,MP07-36-Purple,0.0,,deny,manual,68.00,68.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp07-purple_main.jpg?v=1719332695,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,Mithra Warmup Pant,"<p>When you're not sure you're up to the weather, don the Mithra Warmup Pant for a confidence boost. Its supersoft, stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed, easy-wear fit with handy ankle zips.</p>
<p>• Ankle zips.<br>• Elasticized waistband with draw cord.<br>• Dual hand pockets.<br>• Reflective elements for low-light safety.</p>",Satoshi demo,,"","",true,Size,32,,Color,Gray,,,,,MP06-32-Gray,0.0,,deny,manual,28.00,28.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-gray_back.jpg?v=1719332683,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-gray_main.jpg?v=1719332683,kg,,,true,,,true,,,true,,,active
mithra-warmup-pant-mp06,,,,,,,,,32,,,Green,,,,,MP06-32-Green,0.0,,deny,manual,28.00,28.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-gray_outfit.jpg?v=1719332683,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-green_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,32,,,Orange,,,,,MP06-32-Orange,0.0,,deny,manual,28.00,28.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-gray_main.jpg?v=1719332683,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-orange_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,33,,,Gray,,,,,MP06-33-Gray,0.0,,deny,manual,28.00,28.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-green_main.jpg?v=1719332683,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-gray_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,33,,,Green,,,,,MP06-33-Green,0.0,,deny,manual,28.00,28.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-orange_main.jpg?v=1719332683,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-green_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,33,,,Orange,,,,,MP06-33-Orange,0.0,,deny,manual,28.00,28.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-orange_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,34,,,Gray,,,,,MP06-34-Gray,0.0,,deny,manual,28.00,28.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-gray_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,34,,,Green,,,,,MP06-34-Green,0.0,,deny,manual,28.00,28.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-green_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,34,,,Orange,,,,,MP06-34-Orange,0.0,,deny,manual,28.00,28.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-orange_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,36,,,Gray,,,,,MP06-36-Gray,0.0,,deny,manual,28.00,28.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-gray_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,36,,,Green,,,,,MP06-36-Green,0.0,,deny,manual,28.00,28.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-green_main.jpg?v=1719332683,kg,,,,,,,,,,,,
mithra-warmup-pant-mp06,,,,,,,,,36,,,Orange,,,,,MP06-36-Orange,0.0,,deny,manual,28.00,28.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp06-orange_main.jpg?v=1719332683,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,Kratos Gym Pant,"<p>Like it's namesake god of strength, the Kratos Gym Pant help you bring your best to bear on weight-based, plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.</p>
<p>• Navy cotton straight leg pants.<br>• Relaxed fit. <br>• 2 side-seam pockets. <br>• Internal zip pocket. <br>• Drawstring waist. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MP05-32-Black,0.0,,deny,manual,57.00,57.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-blue_back.jpg?v=1719332674,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-black_main.jpg?v=1719332674,kg,,,true,,,true,,,true,,,active
kratos-gym-pant-mp05,,,,,,,,,32,,,Blue,,,,,MP05-32-Blue,0.0,,deny,manual,57.00,57.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-blue_outfit.jpg?v=1719332674,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-blue_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,32,,,Green,,,,,MP05-32-Green,0.0,,deny,manual,57.00,57.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-black_main.jpg?v=1719332674,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-green_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,33,,,Black,,,,,MP05-33-Black,0.0,,deny,manual,57.00,57.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-blue_main.jpg?v=1719332674,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-black_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,33,,,Blue,,,,,MP05-33-Blue,0.0,,deny,manual,57.00,57.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-green_main.jpg?v=1719332674,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-blue_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,33,,,Green,,,,,MP05-33-Green,0.0,,deny,manual,57.00,57.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-green_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,34,,,Black,,,,,MP05-34-Black,0.0,,deny,manual,57.00,57.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-black_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,34,,,Blue,,,,,MP05-34-Blue,0.0,,deny,manual,57.00,57.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-blue_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,34,,,Green,,,,,MP05-34-Green,0.0,,deny,manual,57.00,57.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-green_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,36,,,Black,,,,,MP05-36-Black,0.0,,deny,manual,57.00,57.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-black_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,36,,,Blue,,,,,MP05-36-Blue,0.0,,deny,manual,57.00,57.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-blue_main.jpg?v=1719332674,kg,,,,,,,,,,,,
kratos-gym-pant-mp05,,,,,,,,,36,,,Green,,,,,MP05-36-Green,0.0,,deny,manual,57.00,57.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp05-green_main.jpg?v=1719332674,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,Supernova Sport Pant,"<p>Turn the corner and open it up -- your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech™ fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.</p>
<p>• Dark heather gray straight leg cotton pants.<br>• Relaxed fit. <br>• Internal drawstring. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,32,,Color,Black,,,,,MP04-32-Black,0.0,,deny,manual,45.00,45.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-gray_back.jpg?v=1719332664,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-black_main.jpg?v=1719332664,kg,,,true,,,true,,,true,,,active
supernova-sport-pant-mp04,,,,,,,,,32,,,Gray,,,,,MP04-32-Gray,0.0,,deny,manual,45.00,45.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-black_main.jpg?v=1719332664,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-gray_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,32,,,Green,,,,,MP04-32-Green,0.0,,deny,manual,45.00,45.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-gray_main.jpg?v=1719332664,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-green_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,33,,,Black,,,,,MP04-33-Black,0.0,,deny,manual,45.00,45.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-green_main.jpg?v=1719332664,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-black_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,33,,,Gray,,,,,MP04-33-Gray,0.0,,deny,manual,45.00,45.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-gray_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,33,,,Green,,,,,MP04-33-Green,0.0,,deny,manual,45.00,45.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-green_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,34,,,Black,,,,,MP04-34-Black,0.0,,deny,manual,45.00,45.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-black_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,34,,,Gray,,,,,MP04-34-Gray,0.0,,deny,manual,45.00,45.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-gray_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,34,,,Green,,,,,MP04-34-Green,0.0,,deny,manual,45.00,45.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-green_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,36,,,Black,,,,,MP04-36-Black,0.0,,deny,manual,45.00,45.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-black_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,36,,,Gray,,,,,MP04-36-Gray,0.0,,deny,manual,45.00,45.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-gray_main.jpg?v=1719332664,kg,,,,,,,,,,,,
supernova-sport-pant-mp04,,,,,,,,,36,,,Green,,,,,MP04-36-Green,0.0,,deny,manual,45.00,45.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp04-green_main.jpg?v=1719332664,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,Geo Insulated Jogging Pant,"<p>In the cold, even the toughest guys shiver, unless they're in the Geo Insulated Jogging Pant. Lightweight and wind resistant, they block brutal wind gusts and warm you to the bone. Breathable mesh keeps them dry on the inside.</p>
<p>• Black polyester spandex pants with zipper pockets.<br>• Reflective safety accents. <br>• Loose fit.<br>• On-seam pockets. <br>• 8"" leg zips. 32"" inseam. <br>• Machine wash/dry.</p>",Satoshi demo,,"","",true,Size,32,,Color,Blue,,,,,MP03-32-Blue,0.0,,deny,manual,51.00,51.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-black_alt1.jpg?v=1719332657,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-blue_main.jpg?v=1719332657,kg,,,true,,,true,,,true,,,active
geo-insulated-jogging-pant-mp03,,,,,,,,,32,,,Green,,,,,MP03-32-Green,0.0,,deny,manual,51.00,51.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-black_back.jpg?v=1719332657,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-green_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,32,,,Red,,,,,MP03-32-Red,0.0,,deny,manual,51.00,51.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-blue_main.jpg?v=1719332657,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-red_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,33,,,Blue,,,,,MP03-33-Blue,0.0,,deny,manual,51.00,51.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-green_main.jpg?v=1719332657,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-blue_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,33,,,Green,,,,,MP03-33-Green,0.0,,deny,manual,51.00,51.00,true,true,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-red_main.jpg?v=1719332657,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-green_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,33,,,Red,,,,,MP03-33-Red,0.0,,deny,manual,51.00,51.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-red_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,34,,,Blue,,,,,MP03-34-Blue,0.0,,deny,manual,51.00,51.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-blue_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,34,,,Green,,,,,MP03-34-Green,0.0,,deny,manual,51.00,51.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-green_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,34,,,Red,,,,,MP03-34-Red,0.0,,deny,manual,51.00,51.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-red_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,36,,,Blue,,,,,MP03-36-Blue,0.0,,deny,manual,51.00,51.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-blue_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,36,,,Green,,,,,MP03-36-Green,0.0,,deny,manual,51.00,51.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-green_main.jpg?v=1719332657,kg,,,,,,,,,,,,
geo-insulated-jogging-pant-mp03,,,,,,,,,36,,,Red,,,,,MP03-36-Red,0.0,,deny,manual,51.00,51.00,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0868/7602/9203/files/mp03-red_main.jpg?v=1719332657,kg,,,,,,,,,,,,
